id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,description,date_publication,url,source
205ZHZD,Dépanneur.Se Mécanicien.Ne Itinérant (H/F),KILOUTOU,94 - Thiais,94320,CDI,Non précisé,12 Mois,"Identifier les composants et les pièces défectueuses, Réaliser le montage d'équipements industriels ou d'exploitation, Réaliser les réglages de mise au point de l'équipement industriel ou d'exploitation et contrôler son fonctionnement, Réparer un équipement, une machine, une installation","Dépanneur-euse Mécanicien-ne Itinérant-e h/f - CDI

Épater nos clients avec un service au top, c'est votre mission ! Vous êtes le/la super-héros-oïne de la sécurité et de la fiabilité de nos équipements. 

Rattaché-e à un groupe d'agences, vous prenez votre véhicule d'intervention pour assurer le dépannage de nos matériels (pelles, nacelles.) sur les chantiers des clients. Tel-le un-e véritable agent-e secret, vos missions, si toutefois vous l'acceptez, seront :  

La réception par téléphone des",2026-03-25,https://candidat.francetravail.fr/offres/recherche/detail/205ZHZD,France Travail
205YDNW,Conducteur Vl - Permis Eb (H/F),KILOUTOU,93 - Bobigny,93000,CDI,Non précisé,Débutant accepté,"Livrer une commande, Déterminer un itinéraire en fonction des délais et des particularités du trafic, Respecter les délais de livraison prévus, Arrimer, charger et décharger des marchandises, Pratiquer des gestes et postures de manutention en toute sécurité","Conducteur-rice VL

Permis EB obligatoire

Le conducteur-rice VL chez Kiloutou, c'est un métier où il faut garder la tête sur les épaules... et les mains sur le volant. Quand notre clientèle (l'artisan, pme-pmi, entreprise), loue un engin spécifique, c'est là que vous entrez en scène : 

Vous chargez la machine dans votre utilitaire, un 12 m3 dernier modèle, et allez la livrer sur le chantier. 

Ainsi, conduire un utilitaire, c'est comme jouer à Tetris grandeur nature. Une fois sur place, vous e",2026-03-25,https://candidat.francetravail.fr/offres/recherche/detail/205YDNW,France Travail
205VCPQ,Chef De Projet Si (H/F),SOCIETE ANONYME D'HABITATIONS A LOYER MO,31 - Toulouse,31000,CDI,Annuel de 45000.0 Euros à 50000.0 Euros sur 13.0 mois,5 An(s),,"Vous rejoignez la Direction du Numérique et des Moyens Généraux, au sein d'une équipe dynamique basée au siège social des Arènes. Sous la supervision du responsable projets SI, vous pilotez et coordonnez des projets. Vous assurez la planification, l'exécution, et la clôture des projets, en veillant à leur bonne réalisation dans le respect des délais, des budgets alloués et des standards de qualité. Votre curiosité et votre appétence pour l'IA seront des atouts majeurs pour nous accompagner dans ",2026-03-23,https://candidat.francetravail.fr/offres/recherche/detail/205VCPQ,France Travail
205TZZM,Technicien De Maintenance Industrielle (H/F),BLUEDOCKER,69 - VILLEURBANNE,69100,CDI,Annuel de 28000.0 Euros à 32000.0 Euros sur 12.0 mois,1 An(s),"Identifier les composants et les pièces défectueuses, Réaliser le montage d'équipements industriels ou d'exploitation, Réaliser les réglages de mise au point de l'équipement industriel ou d'exploitation et contrôler son fonctionnement, Réparer un équipement, une machine, une installation","La société :
Notre client est une filiale d'un grand groupe français et est un acteur majeur des services énergétiques. Présent sur l'ensemble du territoire français mais aussi à l'internationale, notre client compte 25 000 collaborateurs dont 20 000 en France. En 2023, ils ont réalisé plus de 2 milliards d'euros de chiffre d'affaires.
Depuis plus de 85 ans, la société développe et récupère les énergies renouvelables dans le but d'aider leurs clients à faire des économies d'énergie et à réduire ",2026-03-23,https://candidat.francetravail.fr/offres/recherche/detail/205TZZM,France Travail
205RGHW,Ingénieur R&D Computer Vision & Biométrie (H/F),GRIPID,35 - Rennes,35000,CDI,Annuel de 30000.00 Euros à 40000.00 Euros sur 12 mois,48 Mois,"Analyser, exploiter, structurer des données, Analyser les besoins informatiques, Collaborer avec une équipe projet, Optimiser des algorithmes, une application informatique et mettre en oeuvre leur développement, Recueillir et analyser les besoins client","Dans le cadre du développement de nos solutions de sécurité biométrique, d'identité numérique et de cybersécurité, nous recherchons un Ingénieur R&D spécialisé en Computer Vision, biométrie et deep learning. 

Vous évoluerez dans un environnement collaboratif et pluridisciplinaire, en interaction étroite avec l'ensemble des équipes (produit, technique, sécurité), et en particulier avec les ingénieurs R&D et sécurité déjà en poste. 

Vous travaillerez sur des problématiques avancées de reconnaiss",2026-03-19,https://candidat.francetravail.fr/offres/recherche/detail/205RGHW,France Travail
205QNDQ,Plant Digital Business Solutions Professional (H/F),SCHAEFFLER FRANCE,31 - BOUSSENS,31360,CDI,Non précisé,"3 An(s) - l'industrie et la production, DATA","Configuration de réseaux informatiques, Règles de sécurité Informatique et Télécoms, Ingénieur diplômé de l'école supérieure d'informatique, électronique, automatique, Analyser les besoins de sécurité informatique, Analyser les risques de sécurité pour les systèmes informatiques","Missions principales :
Mettre en place et piloter des solutions digitales, analytiques et IA sur le site de production : automatisation avancée, data analytics, machine learning, LLM (Large Language Models).
Être le référent data : analyser les données issues de la production, identifier des axes d'amélioration, développer des dashboards et modèles prédictifs (OEE, qualité, maintenance prédictive, etc.).
Concevoir et administrer des solutions cloud (Azure, AWS, autres) et déployer des projets da",2026-03-18,https://candidat.francetravail.fr/offres/recherche/detail/205QNDQ,France Travail
205QJXR,Chef(Fe) De Projet Transformation Digitale H/F (H/F),SCHMIDT GROUPE,67 - Sélestat,67600,CDI,Annuel de 50000.0 Euros à 60000.0 Euros sur 13.0 mois,3 An(s),,"Notre ambition :

Dans le cadre de la transformation technologique et de la digitalisation de nos processus, Schmidt Groupe recherche un/une Chef(fe) de projet Transformation Digitale.

Le/la titulaire du poste définit, conçoit et intègre les ruptures et les innovations de l'Industrie 4.0 dans notre Système d'Information, afin de faire progresser nos processus de production, de maintenance, de logistique et de qualité tout en tant réduisant notre empreinte environnementale. Il/elle interviendra ",2026-03-18,https://candidat.francetravail.fr/offres/recherche/detail/205QJXR,France Travail
205NDLV,Conducteur Vl - Cdd - Permis Eb (H/F),KILOUTOU,21 - Dijon,21000,CDI,Non précisé,Débutant accepté,"Enlever un colis chez un client, Livrer une commande","Conducteur-rice VL en CDD 3 mois

Permis EB obligatoire

Le conducteur-rice VL chez Kiloutou, c'est un métier où il faut garder la tête sur les épaules... et les mains sur le volant. Quand notre clientèle (l'artisan, pme-pmi, entreprise ), loue un engin spécifique, c'est là que vous entrez en scène : 

Vous chargez la machine dans votre utilitaire, un 12 m3 dernier modèle, et allez la livrer sur le chantier. 

Ainsi, conduire un utilitaire, c'est comme jouer à Tetris grandeur nature. Une fois su",2026-03-17,https://candidat.francetravail.fr/offres/recherche/detail/205NDLV,France Travail
205MTRL,Conducteur De Ligne (H/F),MANPOWER FRANCE,72 - Ferté-Bernard,72400,Mission intérimaire,Non précisé,Débutant accepté,,"Manpower LA FERTE BERNARD recherche pour son client un Conducteur de ligne agent de fabrication (H/F)
Au sein de l'atelier de production vous interviendrez sur de la conduite de machine. 
Votre mission principale sera de : 
- Déballer des bobines, 
- lire des ordres de fabrication, 
- d'approvisionner des machines en encre et de préparer le dosage des encres, 
- faire le montage des gabarits selon OF, 
- régler et lance la machine, 
- effectuer la maintenance de 1er niveau, 
- nettoyer les outil",2026-03-16,https://candidat.francetravail.fr/offres/recherche/detail/205MTRL,France Travail
205MKPK,Ingénieur En Bioinformatique Structurale (H/F),UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,60 - COMPIEGNE,60200,CDD,Non précisé,Débutant accepté,,"L'UTC recrute un ingénieur contractuel F/H pour rejoindre le laboratoire Génie Enzymatique et Cellulaire - département génie biologique, dans le cadre d'un projet en collaboration avec le LMAC.
Ce recrutement s'inscrit dans le cadre du projet intitulé ORIGAMI « Conception rationnelle d'oligonucléotides simple brin functionnels par rempliement inversé pour des applications biotechnologiques », financé par le Programme de Prématuration du Pôle Universitaire d'Innovation de l'Alliance Sorbonne Univ",2026-03-16,https://candidat.francetravail.fr/offres/recherche/detail/205MKPK,France Travail
205MDKG,Chef De Projet Ia Groupe H/F,LDC SERVICES,72 - SABLE SUR SARTHE,72300,CDI,Non précisé,Débutant accepté,,"Le Groupe LDC est une entreprise française spécialisée dans l'industrie agroalimentaire et plus précisément dans la transformation et la commercialisation de volailles ainsi que dans l'élaboration de plats à base de viande. Le groupe est historiquement basé à Sablé sur Sarthe et a été créé en 1968. Il compte 102 sites, 17 plateformes et plus de 26 000 collaborateurs y travaillent.
Ce groupe familial est considéré comme un des leaders européens sur son marché puisqu'il possède notamment les marqu",2026-03-16,https://candidat.francetravail.fr/offres/recherche/detail/205MDKG,France Travail
205JDJR,Geophysicien.Ne - Equipe Monitoring (H/F),SPOTLIGHT,91 - MASSY,91300,CDI,Mensuel de 40000.0 Euros sur 12.0 mois,1 An(s),"Géotechnique, Collecter et analyser des données, des informations, Interpréter les relevés géologiques de sols, sous-sols, roches et étudier les caractéristiques (étendues, compositions, géométrie, etc.), Maîtrise du comportement des types d'onde, GIT, Méthodologies de traitement sismique, Programmation Python, Analyse complète du champ d’onde","Nous recherchons un-e géophysicien-ne de monitoring intermédiaire pour rejoindre notre équipe. SpotLight est un leader de la surveillance du captage et stockage du carbone (CCS), et vous avez l'opportunité d'y jouer un rôle clé !

Fondée en 2017, SpotLight est une deeptech française pionnière de la transition énergétique grâce à des technologies avancées de surveillance sismique basées sur le machine learning et des algorithmes de clustering. SpotLight est reconnue comme un leader de la surveill",2026-03-12,https://candidat.francetravail.fr/offres/recherche/detail/205JDJR,France Travail
205HYCD,Formation Conducteur De Ligne (H/F),ADECCO FRANCE,71 - MACON,71000,CDI Intérimaire,Horaire de 12.02 Euros sur 12.0 mois,Débutant accepté,,"Votre agence Adecco Mâcon recrute des candidats souhaitant se former au métier de Conducteur de ligne et intégrer durablement le secteur industriel dans le cadre d'un CDI intérimaire.

Vous souhaitez vous reconvertir, développer vos compétences ou évoluer dans l'industrie ? Cette formation est faite pour vous !
À l'issue de la formation, vous intégrerez notre agence Adecco en CDI intérimaire, vous permettant d'enchaîner des missions au sein d'entreprises industrielles tout en bénéficiant de la s",2026-03-12,https://candidat.francetravail.fr/offres/recherche/detail/205HYCD,France Travail
205GNSP,Développeur Traitement De Données Lidar (H/F),SEGMENT ELITE,93 - La Plaine St Denis,93380,CDI,Annuel de 45000.0 Euros à 65000.0 Euros sur 12.0 mois,3 An(s),"Assurer la formation continue des équipes sur les nouvelles technologies de bases de données, Documenter les procédures de gestion des bases de données, Documenter les procédures techniques pour les utilisateurs, Former les utilisateurs sur les procédures d'accès et d'utilisation des bases de données, Optimiser les processus de sauvegarde des données","Nous recherchons un profil technique spécialisé pour accompagner la section Data 3D & Patrimoine sur des projets de numérisation d'infrastructures ferroviaires
Localisation : La Plaine St Denis (Campus Eurostade), 2 jours de télétravail/semaine maximum

Détails de la mission
Profil attendu : Ingénieur de recherche / Développeur (profils R&D avec expérience en équipe industrielle).

Compétences techniques :
Langages & Outils : C++ (exigé en contexte industriel), Python, Docker, environnement Azur",2026-03-11,https://candidat.francetravail.fr/offres/recherche/detail/205GNSP,France Travail
